id,proba
21-8AC-1046,0.0
21-8AC-10462,0.0
21-8AC-10467,0.0
21-8AC-10468,0.0
21-8AC-10473,0.0
21-8AC-10501,0.0
21-8AC-10504,0.0
21-8AC-10509,0.0
21-8AC-10510,0.0
21-8AC-10548,0.0
21-8AC-10550,0.0
21-8AC-10551,0.0
21-8AC-10555,0.2875
21-8AC-10559,0.1125
21-8AC-10588,0.0
21-8AC-10601,0.0
21-8AC-10615,0.0
21-8AC-10618,0.175
21-8AC-10644,0.0
21-8AC-10650,0.0
21-8AC-10659,0.0
21-8AC-10671,0.125
21-8AC-10674,0.0125
21-8AC-10679,0.0375
21-8AC-1068,0.05
21-8AC-10696,0.0
21-8AC-10734,0.0
21-8AC-10735,0.6625
21-8AC-10737,0.0625
21-8AC-10739,0.0
21-8AC-10748,0.0
21-8AC-10754,0.0
21-8AC-10783,0.1625
21-8AC-10787,0.0
21-8AC-10792,0.0
21-8AC-10795,0.0
21-8AC-10827,0.2125
21-8AC-10871,0.0
21-8AC-10878,0.0
21-8AC-10889,0.0
21-8AC-10892,0.0
21-8AC-10899,0.0
21-8AC-10901,0.0
21-8AC-10913,0.6
21-8AC-10915,0.0
21-8AC-10920,0.0
21-8AC-10923,0.2625
21-8AC-10940,0.0
21-8AC-10949,1.0
21-8AC-10977,0.0
21-8AC-1100,0.0
21-8AC-11013,0.0125
21-8AC-11021,0.0
21-8AC-11030,0.0
21-8AC-11031,0.525
21-8AC-11034,0.0625
21-8AC-11043,0.0
21-8AC-11047,0.0
21-8AC-11049,0.0
21-8AC-11056,0.0
21-8AC-11062,0.0
21-8AC-11074,0.1625
21-8AC-11091,0.0
21-8AC-11093,0.0
21-8AC-11097,0.0
21-8AC-11105,0.0
21-8AC-11106,0.0
21-8AC-11118,0.2375
21-8AC-1113,0.0
21-8AC-11130,0.0
21-8AC-11131,0.0
21-8AC-1114,0.0
21-8AC-11160,0.0
21-8AC-11163,0.0
21-8AC-11173,0.0
21-8AC-11181,0.0
21-8AC-11192,0.0
21-8AC-1121,0.1625
21-8AC-11221,0.0
21-8AC-11228,0.0
21-8AC-11232,0.1875
21-8AC-11234,0.0125
21-8AC-11265,0.0
21-8AC-11269,0.0625
21-8AC-11272,0.0
21-8AC-11276,0.0
21-8AC-11279,0.0
21-8AC-11297,0.0
21-8AC-11301,0.2
21-8AC-1133,0.0
21-8AC-11339,0.0
21-8AC-11355,0.0
21-8AC-11356,0.0
21-8AC-11366,0.0
21-8AC-11373,0.0
21-8AC-11376,0.0
21-8AC-1138,0.0625
21-8AC-11413,0.0
21-8AC-11436,0.0125
21-8AC-11444,0.0
21-8AC-11446,0.0
21-8AC-11461,0.075
21-8AC-11462,0.0
21-8AC-11466,0.2375
21-8AC-1147,0.225
21-8AC-11479,0.0
21-8AC-11492,0.0
21-8AC-11493,0.0
21-8AC-11501,0.0
21-8AC-11505,0.0
21-8AC-11518,0.0
21-8AC-1152,0.0
21-8AC-11524,0.0
21-8AC-11526,0.0
21-8AC-11534,0.0
21-8AC-11543,0.0
21-8AC-11550,0.0
21-8AC-11578,0.2
21-8AC-11592,0.0125
21-8AC-11594,1.0
21-8AC-11609,0.0
21-8AC-1162,0.0
21-8AC-11629,0.0
21-8AC-11635,0.0
21-8AC-1166,0.0
21-8AC-11666,0.0
21-8AC-11671,0.0
21-8AC-11685,0.0
21-8AC-11688,0.0
21-8AC-11693,0.275
21-8AC-11699,0.0
21-8AC-11700,0.0
21-8AC-11707,0.0
21-8AC-11721,0.0125
21-8AC-11725,0.0
21-8AC-11738,0.0
21-8AC-1175,0.0
21-8AC-11762,0.0
21-8AC-11780,0.0
21-8AC-11804,0.275
21-8AC-1182,0.0
21-8AC-11821,0.0125
21-8AC-11826,0.0125
21-8AC-1183,0.0
21-8AC-11833,0.0625
21-8AC-11860,0.0
21-8AC-11861,0.4
21-8AC-11868,0.0
21-8AC-11870,0.2875
21-8AC-11876,0.0
21-8AC-11885,0.0
21-8AC-11886,0.0
21-8AC-11910,0.0
21-8AC-11911,0.0
21-8AC-11914,0.025
21-8AC-11932,0.0
21-8AC-11937,0.0
21-8AC-11944,0.0
21-8AC-11952,0.0
21-8AC-11959,0.0
21-8AC-11967,0.0875
21-8AC-11979,0.3125
21-8AC-11988,0.675
21-8AC-11998,0.0
21-8AC-11999,0.0
21-8AC-12,0.0125
21-8AC-12011,0.0
21-8AC-12025,0.0
21-8AC-12026,0.0
21-8AC-12030,0.0
21-8AC-12035,0.0
21-8AC-12040,0.0
21-8AC-12068,0.0125
21-8AC-12074,0.0
21-8AC-12077,0.0
21-8AC-12108,0.0
21-8AC-12110,0.35
21-8AC-12128,0.0
21-8AC-12130,0.0
21-8AC-12149,0.0
21-8AC-1215,0.0
21-8AC-12152,0.175
21-8AC-12154,0.0
21-8AC-12169,0.0
21-8AC-12175,0.0625
21-8AC-12183,0.0
21-8AC-122,0.0
21-8AC-12200,0.0125
21-8AC-1221,0.0
21-8AC-12216,0.0
21-8AC-12218,0.2375
21-8AC-12233,0.0
21-8AC-12241,0.0
21-8AC-12284,0.0
21-8AC-12299,0.0
21-8AC-123,0.0
21-8AC-12300,0.0
21-8AC-12311,0.0
21-8AC-12313,0.0
21-8AC-12321,0.15
21-8AC-12324,0.0
21-8AC-1234,0.0
21-8AC-12348,0.0125
21-8AC-12349,0.0
21-8AC-12356,0.0
21-8AC-1237,0.0
21-8AC-12380,0.0
21-8AC-12392,0.0
21-8AC-12410,0.075
21-8AC-12437,0.2375
21-8AC-1246,0.0
21-8AC-12460,0.0375
21-8AC-12469,0.9125
21-8AC-12478,0.0
21-8AC-12492,0.0
21-8AC-12513,0.0
21-8AC-12522,0.0
21-8AC-1253,0.0
21-8AC-12532,0.0
21-8AC-12543,0.0
21-8AC-12548,0.0
21-8AC-12556,0.0
21-8AC-12557,0.0
21-8AC-12578,0.0
21-8AC-12611,0.0
21-8AC-12613,0.0
21-8AC-12622,0.0
21-8AC-12627,0.0
21-8AC-12633,0.0
21-8AC-12643,0.0
21-8AC-12652,0.0
21-8AC-12667,0.0375
21-8AC-12681,0.0
21-8AC-12691,0.0
21-8AC-12698,0.0
21-8AC-12704,0.0
21-8AC-1271,0.0
21-8AC-12712,0.0
21-8AC-12724,0.0
21-8AC-12744,0.0125
21-8AC-12750,0.0
21-8AC-12759,0.0
21-8AC-12767,0.0
21-8AC-1277,0.0
21-8AC-12772,0.0
21-8AC-12797,0.0
21-8AC-12813,0.125
21-8AC-12818,0.7375
21-8AC-12819,0.0
21-8AC-1282,0.0
21-8AC-12826,0.0
21-8AC-12828,0.0
21-8AC-12855,0.0
21-8AC-12866,0.1
21-8AC-12883,0.0
21-8AC-12905,0.2875
21-8AC-12925,0.0
21-8AC-12931,0.35
21-8AC-12939,0.0
21-8AC-1294,0.0
21-8AC-12940,0.0
21-8AC-12941,0.0
21-8AC-12942,0.0
21-8AC-12955,0.0
21-8AC-12956,0.0
21-8AC-12960,0.0
21-8AC-12971,0.0
21-8AC-12976,0.0
21-8AC-12978,0.0
21-8AC-12983,0.0
21-8AC-12988,0.0625
21-8AC-13003,0.0
21-8AC-13005,0.0
21-8AC-13016,0.0625
21-8AC-13017,0.0
21-8AC-13046,0.0875
21-8AC-13047,0.16875
21-8AC-13048,0.0
21-8AC-13060,0.0
21-8AC-13068,0.0
21-8AC-13073,0.0
21-8AC-13080,0.0
21-8AC-13082,0.0
21-8AC-13090,0.0
21-8AC-13092,0.0
21-8AC-13098,0.0
21-8AC-13102,0.0375
21-8AC-13107,0.0625
21-8AC-13124,0.0125
21-8AC-13135,0.0
21-8AC-13150,0.0125
21-8AC-13152,0.0375
21-8AC-13157,0.0
21-8AC-13161,0.0625
21-8AC-13162,0.0
21-8AC-13169,0.0
21-8AC-13191,0.0
21-8AC-13203,0.0
21-8AC-13214,0.6
21-8AC-13226,0.0375
21-8AC-13232,0.0
21-8AC-13240,0.0125
21-8AC-13242,0.0
21-8AC-13267,0.3
21-8AC-13268,0.0
21-8AC-13287,0.0
21-8AC-1329,0.0
21-8AC-13290,0.1
21-8AC-133,0.0
21-8AC-1330,0.0
21-8AC-13315,0.025
21-8AC-13327,0.025
21-8AC-13329,0.3625
21-8AC-13333,0.0
21-8AC-13335,0.0
21-8AC-13346,0.0
21-8AC-13347,0.0
21-8AC-13354,0.0
21-8AC-13357,0.0
21-8AC-13358,0.0
21-8AC-13375,0.0
21-8AC-13383,0.0
21-8AC-13442,0.0
21-8AC-13472,0.0
21-8AC-1348,0.0
21-8AC-13502,0.0
21-8AC-13503,0.0
21-8AC-13518,0.0
21-8AC-13520,0.3
21-8AC-1354,0.0
21-8AC-13543,0.0125
21-8AC-13559,0.0
21-8AC-13567,0.0
21-8AC-13604,0.0
21-8AC-13618,0.0
21-8AC-13639,0.0
21-8AC-13642,0.05
21-8AC-13648,0.0
21-8AC-13653,0.0
21-8AC-13654,0.0
21-8AC-13674,0.0
21-8AC-13680,0.0
21-8AC-13695,0.0
21-8AC-13699,0.075
21-8AC-13701,0.0
21-8AC-13719,0.0
21-8AC-13720,0.0
21-8AC-13732,0.475
21-8AC-13749,0.3375
21-8AC-13770,0.0
21-8AC-13779,0.0
21-8AC-13792,0.0
21-8AC-138,0.0
21-8AC-13838,0.15
21-8AC-13840,0.0
21-8AC-13852,0.0
21-8AC-13853,0.0
21-8AC-13871,0.2375
21-8AC-13873,0.0
21-8AC-13881,0.0
21-8AC-13883,0.0125
21-8AC-13895,0.0
21-8AC-13899,0.0
21-8AC-13902,0.0625
21-8AC-13927,0.0
21-8AC-13931,0.0125
21-8AC-13951,0.0
21-8AC-13960,0.25
21-8AC-13961,0.0
21-8AC-13970,0.0
21-8AC-13976,0.0
21-8AC-13993,0.0
21-8AC-13994,0.0
21-8AC-13996,0.0
21-8AC-14000,0.0
21-8AC-1401,0.0
21-8AC-14021,0.0
21-8AC-14022,0.0
21-8AC-14023,0.0
21-8AC-14041,0.0
21-8AC-14048,0.025
21-8AC-14054,0.075
21-8AC-14057,0.0
21-8AC-14058,0.0
21-8AC-14067,0.0
21-8AC-14080,0.3
21-8AC-14085,0.0
21-8AC-14088,0.0
21-8AC-14091,0.175
21-8AC-14125,0.0
21-8AC-14129,0.0
21-8AC-14150,0.0
21-8AC-14154,0.0
21-8AC-14171,0.0
21-8AC-14173,0.0
21-8AC-14175,0.2625
21-8AC-14178,0.0
21-8AC-14181,0.0
21-8AC-14189,0.0
21-8AC-14194,0.0
21-8AC-14210,0.025
21-8AC-14212,0.0
21-8AC-14244,0.0
21-8AC-14250,0.0
21-8AC-14251,0.1875
21-8AC-14257,0.4125
21-8AC-14264,0.0
21-8AC-14266,0.0
21-8AC-14279,0.0
21-8AC-14298,0.0
21-8AC-14300,0.0
21-8AC-14311,0.0
21-8AC-14335,0.05
21-8AC-14341,0.0
21-8AC-14347,0.0
21-8AC-14352,0.0
21-8AC-14361,0.0
21-8AC-14372,0.0
21-8AC-14375,0.0
21-8AC-14383,0.0
21-8AC-14387,0.0
21-8AC-14394,0.0
21-8AC-14395,0.0
21-8AC-14401,0.0
21-8AC-14404,0.0
21-8AC-14416,0.6875
21-8AC-14417,0.0
21-8AC-14421,0.0
21-8AC-14423,0.0
21-8AC-14424,0.0
21-8AC-14436,0.0
21-8AC-14452,0.0
21-8AC-14454,0.0
21-8AC-1447,0.0125
21-8AC-14470,0.0
21-8AC-14480,0.35
21-8AC-1449,0.0
21-8AC-14504,0.0
21-8AC-14510,0.125
21-8AC-14527,0.0
21-8AC-14534,0.0
21-8AC-14541,0.0
21-8AC-14560,0.0
21-8AC-14562,0.0
21-8AC-14571,0.0
21-8AC-14572,0.0
21-8AC-14579,0.0
21-8AC-1458,0.0
21-8AC-14580,0.0
21-8AC-14582,0.3125
21-8AC-14586,0.0
21-8AC-1460,0.0
21-8AC-14602,0.175
21-8AC-14618,0.1875
21-8AC-14626,0.0
21-8AC-14635,0.0
21-8AC-14639,0.0
21-8AC-14641,0.0
21-8AC-14647,0.0
21-8AC-14649,0.0
21-8AC-14659,0.0
21-8AC-14670,0.0
21-8AC-14694,0.0
21-8AC-14705,0.0
21-8AC-14713,0.0
21-8AC-14715,0.0
21-8AC-14727,0.0
21-8AC-14728,0.2125
21-8AC-1473,0.2875
21-8AC-14735,0.0
21-8AC-14750,0.0375
21-8AC-14770,0.0
21-8AC-14774,0.21583333333333332
21-8AC-14781,0.0
21-8AC-14787,0.0
21-8AC-14795,0.0125
21-8AC-14798,0.0
21-8AC-14804,0.1125
21-8AC-14829,0.0
21-8AC-14838,0.0375
21-8AC-14847,0.0
21-8AC-14848,0.0
21-8AC-14852,0.675
21-8AC-14853,0.0
21-8AC-14854,0.3625
21-8AC-14878,0.0
21-8AC-14887,0.0
21-8AC-14891,0.0
21-8AC-14904,0.0
21-8AC-14911,0.0
21-8AC-14919,0.0
21-8AC-14928,0.0
21-8AC-14931,0.3625
21-8AC-14935,0.0125
21-8AC-14952,0.025
21-8AC-14959,0.0
21-8AC-14970,0.0
21-8AC-14978,0.0
21-8AC-14982,0.0
21-8AC-14984,0.425
21-8AC-14992,0.45
21-8AC-14996,0.0
21-8AC-1500,0.0
21-8AC-15009,0.0
21-8AC-15012,0.0
21-8AC-15017,0.175
21-8AC-15039,0.0
21-8AC-15043,0.0
21-8AC-15047,0.0
21-8AC-15048,0.0
21-8AC-1505,0.0
21-8AC-15051,0.0
21-8AC-15087,0.0
21-8AC-15091,0.075
21-8AC-15098,0.0
21-8AC-15118,0.0
21-8AC-15121,0.0
21-8AC-15139,0.0
21-8AC-15148,0.0
21-8AC-15154,0.0
21-8AC-15169,0.0
21-8AC-15171,0.0
21-8AC-15177,0.0
21-8AC-15180,0.0
21-8AC-15181,0.0
21-8AC-15188,0.05
21-8AC-15200,0.0
21-8AC-15215,0.0625
21-8AC-15224,0.0
21-8AC-15228,0.0
21-8AC-15232,0.025
21-8AC-15240,0.0
21-8AC-15244,0.0
21-8AC-15245,0.0
21-8AC-15269,0.025
21-8AC-15271,0.4625
21-8AC-15275,0.0
21-8AC-15281,0.0
21-8AC-15289,0.0
21-8AC-15295,0.0
21-8AC-15309,0.0
21-8AC-15311,0.0125
21-8AC-15318,0.0
21-8AC-15321,0.075
21-8AC-15325,0.2125
21-8AC-15339,0.0
21-8AC-15350,0.225
21-8AC-15354,0.0
21-8AC-15380,0.0
21-8AC-15392,0.0
21-8AC-1542,0.0
21-8AC-15432,0.0
21-8AC-15443,0.0
21-8AC-15451,0.0375
21-8AC-15453,0.0
21-8AC-15454,0.4875
21-8AC-15455,0.0
21-8AC-15457,0.0
21-8AC-15458,0.0
21-8AC-15460,0.5375
21-8AC-15469,0.0
21-8AC-15476,0.0875
21-8AC-15485,0.0
21-8AC-15495,0.0
21-8AC-15509,0.0
21-8AC-15510,0.0
21-8AC-15524,0.0
21-8AC-15540,0.0
21-8AC-15541,0.0
21-8AC-15546,0.0
21-8AC-15547,0.0
21-8AC-1555,0.0
21-8AC-15550,0.0
21-8AC-15551,0.0
21-8AC-15567,0.0
21-8AC-15572,0.0
21-8AC-15578,0.0
21-8AC-15582,0.0
21-8AC-15588,0.0
21-8AC-15606,0.0
21-8AC-15617,0.0
21-8AC-15626,0.0125
21-8AC-15638,0.0
21-8AC-15649,0.0
21-8AC-15658,0.0
21-8AC-15665,0.0
21-8AC-15666,0.0
21-8AC-15676,0.0375
21-8AC-15683,0.2625
21-8AC-157,0.0
21-8AC-15718,0.05
21-8AC-15743,0.0
21-8AC-15747,0.0
21-8AC-15748,0.0
21-8AC-15753,0.0
21-8AC-15756,0.0
21-8AC-15765,0.0
21-8AC-15771,0.0
21-8AC-15779,0.0
21-8AC-15834,0.0
21-8AC-15837,0.4625
21-8AC-15842,0.0125
21-8AC-15852,0.0
21-8AC-15858,0.0
21-8AC-15864,0.0375
21-8AC-15866,0.0
21-8AC-15872,0.0
21-8AC-15883,0.0
21-8AC-15890,0.0
21-8AC-15892,0.0
21-8AC-15893,0.0
21-8AC-1590,0.0
21-8AC-15913,0.0
21-8AC-15949,0.1
21-8AC-15987,0.0
21-8AC-15996,0.0
21-8AC-16005,0.0
21-8AC-16006,0.0
21-8AC-16008,0.0
21-8AC-16009,0.0125
21-8AC-16024,0.0
21-8AC-16030,0.0
21-8AC-16043,0.0
21-8AC-16051,0.0
21-8AC-1606,0.0
21-8AC-16060,0.0625
21-8AC-16066,0.0
21-8AC-16068,0.0
21-8AC-16074,0.0
21-8AC-16079,0.0
21-8AC-16091,0.0
21-8AC-16092,0.0
21-8AC-16107,0.075
21-8AC-16113,0.0
21-8AC-16120,0.0
21-8AC-16125,0.0
21-8AC-16146,0.0
21-8AC-16158,0.0
21-8AC-16170,0.0
21-8AC-16172,0.0
21-8AC-16176,0.0
21-8AC-16184,0.0
21-8AC-16190,0.375
21-8AC-162,0.275
21-8AC-16222,0.0
21-8AC-16226,0.0
21-8AC-1623,0.0
21-8AC-16247,0.0375
21-8AC-16251,0.0
21-8AC-16256,0.0
21-8AC-16265,0.025
21-8AC-16267,0.0
21-8AC-16275,0.175
21-8AC-163,0.0
21-8AC-16303,0.0
21-8AC-16345,0.0
21-8AC-16350,0.0
21-8AC-16357,0.0
21-8AC-1636,0.0
21-8AC-16360,0.0
21-8AC-16376,0.0
21-8AC-16381,0.0
21-8AC-1639,0.0
21-8AC-16394,0.0
21-8AC-16402,0.0
21-8AC-16409,0.7875
21-8AC-16411,0.3125
21-8AC-16430,0.0875
21-8AC-16433,0.4125
21-8AC-16437,0.0125
21-8AC-16444,0.0
21-8AC-1646,0.0
21-8AC-16460,0.0
21-8AC-16463,0.0
21-8AC-1647,0.0
21-8AC-16472,0.0
21-8AC-16474,0.0
21-8AC-1648,0.275
21-8AC-16505,0.525
21-8AC-16517,0.0
21-8AC-16520,0.0125
21-8AC-16522,0.0
21-8AC-16541,0.0
21-8AC-1655,0.025
21-8AC-16557,0.0
21-8AC-1658,0.3625
21-8AC-16617,0.0
21-8AC-16621,0.1875
21-8AC-16638,0.0
21-8AC-16639,0.0
21-8AC-16640,0.0375
21-8AC-16668,0.9375
21-8AC-16674,0.0
21-8AC-16691,0.0
21-8AC-16693,0.0
21-8AC-167,0.0
21-8AC-1671,0.0
21-8AC-16712,0.0125
21-8AC-16720,0.0
21-8AC-16723,0.0
21-8AC-1673,0.0
21-8AC-1674,0.0
21-8AC-16744,0.05
21-8AC-16747,0.0
21-8AC-16750,0.0
21-8AC-16752,0.0
21-8AC-16769,0.0
21-8AC-16770,0.0
21-8AC-16792,0.0
21-8AC-16794,0.0
21-8AC-16798,0.0875
21-8AC-16802,0.0
21-8AC-16807,0.0
21-8AC-16823,0.0
21-8AC-16834,0.0
21-8AC-1684,0.125
21-8AC-16840,0.0
21-8AC-16857,0.0
21-8AC-1686,0.0
21-8AC-16880,0.0
21-8AC-16886,0.0
21-8AC-16889,0.0
21-8AC-1690,0.0125
21-8AC-16900,0.0
21-8AC-16903,0.0
21-8AC-1693,0.0
21-8AC-16932,0.0
21-8AC-16934,0.05
21-8AC-1695,0.225
21-8AC-16965,0.0
21-8AC-16991,0.0
21-8AC-16994,0.0
21-8AC-17,0.0
21-8AC-17006,0.0
21-8AC-17015,0.0
21-8AC-17019,0.0875
21-8AC-1702,0.0
21-8AC-17020,0.0
21-8AC-17033,0.0
21-8AC-17048,0.0
21-8AC-17053,0.0
21-8AC-17058,0.0
21-8AC-17059,0.0
21-8AC-17085,0.0
21-8AC-17097,0.0
21-8AC-1711,0.0
21-8AC-17111,0.3875
21-8AC-17116,0.0
21-8AC-17124,0.0
21-8AC-17128,0.0
21-8AC-17151,0.0
21-8AC-17157,0.0
21-8AC-1716,0.0
21-8AC-17169,0.55
21-8AC-17171,0.0
21-8AC-17209,0.0
21-8AC-1722,0.0
21-8AC-17233,0.0
21-8AC-17235,0.0125
21-8AC-17236,0.0
21-8AC-1724,0.0
21-8AC-17246,0.075
21-8AC-17259,0.025
21-8AC-17263,0.4375
21-8AC-17282,0.3
21-8AC-17288,0.0
21-8AC-1729,0.0
21-8AC-17290,0.0
21-8AC-17305,0.1
21-8AC-17314,0.0
21-8AC-17318,0.0
21-8AC-17323,0.0
21-8AC-17326,0.0
21-8AC-17328,0.0
21-8AC-17330,0.0
21-8AC-17332,1.0
21-8AC-17340,0.0
21-8AC-17360,0.0
21-8AC-17369,0.0
21-8AC-17382,0.0
21-8AC-17386,0.0
21-8AC-17428,0.0
21-8AC-17435,0.0
21-8AC-17448,0.0
21-8AC-17449,0.0125
21-8AC-17453,0.0125
21-8AC-17470,0.0125
21-8AC-1748,0.5875
21-8AC-17487,0.0
21-8AC-17494,0.0
21-8AC-17504,0.0
21-8AC-1753,0.0
21-8AC-17533,0.15
21-8AC-17535,0.0
21-8AC-17536,0.0875
21-8AC-17547,0.0
21-8AC-17549,0.0
21-8AC-17564,0.0125
21-8AC-17566,0.0
21-8AC-17576,0.0
21-8AC-17577,0.075
21-8AC-17579,0.0
21-8AC-17596,1.0
21-8AC-17602,0.0
21-8AC-17606,0.225
21-8AC-17612,0.0
21-8AC-17635,0.0
21-8AC-17637,0.0
21-8AC-1765,0.0
21-8AC-17656,0.2125
21-8AC-17670,0.0125
21-8AC-17675,0.0
21-8AC-17695,0.0
21-8AC-17719,0.0
21-8AC-17722,0.0
21-8AC-17724,0.0125
21-8AC-17734,0.0
21-8AC-17739,0.0125
21-8AC-17740,0.0
21-8AC-17746,0.0875
21-8AC-17747,0.0
21-8AC-17748,0.0
21-8AC-1775,0.0
21-8AC-17755,0.0
21-8AC-17760,0.1
21-8AC-1777,0.0
21-8AC-17778,0.0
21-8AC-17779,0.6125
21-8AC-1778,0.0
21-8AC-17789,0.0
21-8AC-17805,0.0
21-8AC-17806,0.0
21-8AC-17807,0.0
21-8AC-17810,0.0
21-8AC-17827,0.0125
21-8AC-17830,0.0
21-8AC-17843,0.0
21-8AC-17862,0.0
21-8AC-17869,0.0
21-8AC-1787,0.3875
21-8AC-17872,0.0
21-8AC-17877,0.0
21-8AC-17901,0.0
21-8AC-17903,0.0
21-8AC-17904,0.0
21-8AC-17908,0.0
21-8AC-17912,0.0
21-8AC-17913,0.0
21-8AC-17921,0.0
21-8AC-17923,0.625
21-8AC-17955,0.0625
21-8AC-18006,0.0625
21-8AC-18013,0.0
21-8AC-18014,0.05
21-8AC-18025,0.0
21-8AC-18027,0.2875
21-8AC-18042,0.275
21-8AC-1805,0.0
21-8AC-18054,0.0
21-8AC-18055,0.0
21-8AC-18061,0.0
21-8AC-18067,0.175
21-8AC-18069,0.0
21-8AC-1807,0.0
21-8AC-18082,0.7875
21-8AC-18087,0.0
21-8AC-18097,0.0
21-8AC-18106,0.0
21-8AC-18128,0.0
21-8AC-18130,0.025
21-8AC-18145,0.0
21-8AC-18159,0.0
21-8AC-18163,0.0
21-8AC-18184,0.0
21-8AC-18197,0.675
21-8AC-18204,0.3625
21-8AC-18205,0.0
21-8AC-18214,0.0
21-8AC-18228,0.0
21-8AC-18241,0.0
21-8AC-18269,0.0
21-8AC-18270,0.0
21-8AC-183,0.0
21-8AC-18302,0.2375
21-8AC-1831,0.0
21-8AC-18324,0.0
21-8AC-18339,0.0
21-8AC-18347,0.0
21-8AC-1836,0.0
21-8AC-18381,0.0
21-8AC-18385,0.1
21-8AC-18406,0.0
21-8AC-18411,0.0
21-8AC-18439,0.0
21-8AC-18497,0.075
21-8AC-18499,0.0
21-8AC-1850,0.2
21-8AC-18503,0.0
21-8AC-1852,0.0625
21-8AC-18536,0.0
21-8AC-18560,0.225
21-8AC-18563,0.0
21-8AC-18570,0.0
21-8AC-18591,0.0
21-8AC-18623,0.0
21-8AC-1864,0.0
21-8AC-18644,0.025
21-8AC-18652,0.0
21-8AC-18658,0.0
21-8AC-18662,0.0
21-8AC-18667,0.0
21-8AC-18670,0.025
21-8AC-18676,0.0
21-8AC-18680,0.0
21-8AC-18687,0.0
21-8AC-18691,0.0
21-8AC-18703,0.1125
21-8AC-18708,0.2625
21-8AC-18734,0.0
21-8AC-18739,0.0
21-8AC-1876,0.0
21-8AC-18769,0.0
21-8AC-18770,0.0
21-8AC-18786,0.0
21-8AC-18792,0.0
21-8AC-18795,0.0
21-8AC-18797,0.0
21-8AC-18807,0.0
21-8AC-1884,0.0
21-8AC-18849,0.0
21-8AC-18850,0.05
21-8AC-18853,0.0
21-8AC-18856,0.0
21-8AC-1887,0.175
21-8AC-18885,0.0
21-8AC-18923,0.0
21-8AC-18943,0.0
21-8AC-18944,0.0
21-8AC-18947,0.0
21-8AC-18962,0.0
21-8AC-18965,0.0
21-8AC-1897,0.0
21-8AC-18977,0.0
21-8AC-18982,0.0
21-8AC-18997,0.0
21-8AC-19004,0.0
21-8AC-19014,0.0
21-8AC-1902,0.0
21-8AC-19028,0.05
21-8AC-19034,0.0
21-8AC-19035,0.0
21-8AC-19038,0.0
21-8AC-19041,0.0
21-8AC-19044,0.1
21-8AC-19052,0.0
21-8AC-19057,0.0125
21-8AC-1906,0.0
21-8AC-19060,0.0
21-8AC-1908,0.0
21-8AC-19084,0.0
21-8AC-1909,0.0
21-8AC-191,0.1875
21-8AC-19100,0.025
21-8AC-19104,0.45
21-8AC-19106,0.4125
21-8AC-1911,0.0
21-8AC-19114,0.0
21-8AC-1915,0.0
21-8AC-19151,0.0
21-8AC-19154,0.2
21-8AC-19155,0.0
21-8AC-19157,0.025
21-8AC-19176,0.0
21-8AC-19184,0.0
21-8AC-19186,0.0
21-8AC-1919,0.0
21-8AC-19190,0.0
21-8AC-19197,0.0
21-8AC-19231,0.0
21-8AC-19238,0.0
21-8AC-19254,0.0
21-8AC-19268,0.0
21-8AC-19270,0.0
21-8AC-19271,0.0125
21-8AC-19274,0.0
21-8AC-19281,0.0
21-8AC-19288,0.0
21-8AC-19296,0.0
21-8AC-1930,0.0
21-8AC-19322,0.0
21-8AC-19334,0.25
21-8AC-1934,0.0
21-8AC-19345,0.0
21-8AC-19363,0.0
21-8AC-19370,0.0
21-8AC-19373,0.0
21-8AC-19390,0.025
21-8AC-19391,0.0
21-8AC-19398,0.0
21-8AC-1940,0.0
21-8AC-19406,0.025
21-8AC-1941,0.0125
21-8AC-19412,0.0
21-8AC-19421,0.0
21-8AC-19431,0.0
21-8AC-19432,0.0
21-8AC-19446,0.0
21-8AC-1945,0.05
21-8AC-19489,0.0
21-8AC-19495,0.06770833333333333
21-8AC-19499,0.0
21-8AC-19517,0.1375
21-8AC-19585,0.0
21-8AC-19589,0.0
21-8AC-19593,0.0
21-8AC-19594,0.0
21-8AC-19602,0.0
21-8AC-19607,0.0
21-8AC-19609,0.0625
21-8AC-19643,0.0
21-8AC-19665,0.0
21-8AC-19666,0.025
21-8AC-19668,0.0
21-8AC-19669,0.0
21-8AC-19684,0.0
21-8AC-19685,0.1125
21-8AC-19686,0.0
21-8AC-19689,0.0
21-8AC-1969,0.0
21-8AC-19698,0.0
21-8AC-19717,0.025
21-8AC-19723,0.425
21-8AC-19728,0.0
21-8AC-19736,0.1125
21-8AC-19737,0.025
21-8AC-19739,0.6375
21-8AC-19766,0.0
21-8AC-19767,0.0
21-8AC-19781,0.0
21-8AC-19795,0.2375
21-8AC-19797,0.0625
21-8AC-19808,0.0
21-8AC-19818,0.6375
21-8AC-19821,0.0
21-8AC-19823,0.0
21-8AC-19824,0.0
21-8AC-19825,0.0
21-8AC-19839,0.0
21-8AC-19868,0.0
21-8AC-19877,0.0
21-8AC-19881,0.0
21-8AC-19885,0.0
21-8AC-19892,0.2625
21-8AC-19896,0.3375
21-8AC-199,0.0
21-8AC-19901,0.0
21-8AC-19908,0.0
21-8AC-1991,0.0
21-8AC-19920,0.0
21-8AC-19934,0.0
21-8AC-19951,0.0
21-8AC-19952,0.0
21-8AC-19962,0.0
21-8AC-19966,0.0
21-8AC-19976,0.0
